Web Exception :

Need To Fix Count : 249
Report
Checked	NO	Method	TestDescription	RequestBody	Your Response	CorrectResponse
Checked	3rd-0-18-2	GetBetStatus	Check-bet-status-should-be-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875479","TransactionId":"875480","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875479","TransactionId":"875480","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875479, TransactionId: 875480, Status: Void
Need to fix !	3rd-0-18-3	Rollback	1st-time-rollback-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei875479","ProductType":9,"GameType":100,"Gpid":0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 540.00
Need to fix !	3rd-0-18-4	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"490.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 540.00
Need to fix !	3rd-0-18-5	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875479","TransactionId":"875480","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875479","TransactionId":"875480","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875479, TransactionId: 875480, Status: Running
Need to fix !	3rd-0-18-6	Rollback	2nd-time-rollback-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei875479","ProductType":9,"GameType":100,"Gpid":0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 2003
Need to fix !	3rd-0-18-7	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"490.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 540.00
Need to fix !	3rd-0-18-8	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875479","TransactionId":"875480","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875479","TransactionId":"875480","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875479, TransactionId: 875480, Status: Running
Need to fix !	3rd-0-18-9	Settle	Settle-after-rollback-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei875479","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:42:45.89829-04:00","ProductType":9,"GameType":100,"GameResult":"Z5ZOWCFQ7K","CommissionStake":0,"Gpid":0,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":520,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 570.00
Need to fix !	3rd-0-18-10	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"520.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 570.00
Checked	3rd-0-18-11	GetBetStatus	Get-bet-status-again-should-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875479","TransactionId":"875480","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875479","TransactionId":"875480","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875479, TransactionId: 875480, Status: Settled
Need to fix !	3rd-0-19-1	Deduct	Deduct new bet should be success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"WanMei875482","TransactionId":"875483","BetTime":"2026-05-29T17:42:46.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"43CCCGEQZZ","GamePeriodId":"R9UG7ZGQX2","OrderDetail":"4F4091NAY0","PlayerIp":null,"GameTypeName":null,"Gpid": 0,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 560.00
Need to fix !	3rd-0-19-2	Cancel	Cancel Should be success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei875482","ProductType":9,"GameType":100,"IsCancelAll":false,"TransactionId":"875483","Gpid":0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":520,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 570.00
Need to fix !	3rd-0-19-3	GetBalance	Get-balance-again-should-no-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"520.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 570.00
Need to fix !	3rd-0-19-4	Deduct	same transferCode but different transactionId should be success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"WanMei875482","TransactionId":"875484","BetTime":"2026-05-29T17:42:47.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"C586590LHI","GamePeriodId":"LO6N7VCDXS","OrderDetail":"GBPSX7R4KM","PlayerIp":null,"GameTypeName":null,"Gpid": 0,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 560.00
Need to fix !	3rd-0-19-5	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Need to fix !	3rd-0-19-6	Settle	Settle, Should Success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei875482","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:42:48.89829-04:00","ProductType":9,"GameType":100,"GameResult":"9F8HAUBG7B","CommissionStake":0,"Gpid":0,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":560,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 590.00
Need to fix !	3rd-0-19-7	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"560.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 590.00
Checked	3rd-0-20-1	GetBalance	Get Not Exist Player Balance Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710_ER","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"","Balance":"0.00000","ErrorCode":1,"ErrorMessage":"Member not found"}	Values should be: ErrorCode: 1
Checked	3rd-0-20-2	GetBalance	Use Wrong Company Key Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8CER","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"","Balance":"0.00000","ErrorCode":4,"ErrorMessage":"Invalid CompanyKey"}	Values should be: ErrorCode: 4
Checked	3rd-0-20-3	GetBetStatus	Use Empty Username Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"", "TransferCode":"WanMei87547620","TransactionId":"WanMei87547620","ProductType":9,"GameType":100,"Gpid":0}	{"ErrorCode":"3","ErrorMessage":"Username is required"}	Values should be: ErrorCode: 3
Checked	3rd-0-20-4	Deduct	Deduct Biggest Amount Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":591.00,"TransferCode":"WanMei87547620","TransactionId":"WanMei87547620","BetTime":"2026-05-29T17:42:49.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"6V68HZB7NY","GamePeriodId":"AGWGYNO5KF","OrderDetail":"29A5RQ61ZM","PlayerIp":null,"GameTypeName":null,"Gpid": 0,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":550,"ErrorCode":5,"ErrorMessage":"Insufficient balance"}	Values should be: ErrorCode: 5
Checked	3rd-0-20-5	Settle	Settle Not Exists bet, Should fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei87547620","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:42:50.89829-04:00","ProductType":9,"GameType":100,"GameResult":"B233RGIXHD","CommissionStake":0,"Gpid":0,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":"560.00","ErrorCode":6,"ErrorMessage":"Reference not found"}	Values should be: ErrorCode: 6
Checked	3rd-0-20-6	Cancel	Cancel Not Exists bet, Should fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei87547620","ProductType":9,"GameType":100,"IsCancelAll":true,"TransactionId":"WanMei87547620","Gpid":0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":"560.00","ErrorCode":6,"ErrorMessage":"Reference not found"}	Values should be: ErrorCode: 6
Checked	3rd-0-20-7	Rollback	Rollback Not Exists bet, Should fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei87547620","ProductType":9,"GameType":100,"Gpid":0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":"550.00","ErrorCode":6,"ErrorMessage":"Reference not found"}	Values should be: ErrorCode: 6
Checked	3rd-0-21-1	GetBetStatus	Get-bet-status-should-not-exist	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei87547621","TransactionId":"87547721","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei87547621","TransactionId":"87547721","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	3rd-0-21-2	Deduct	Deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"WanMei87547621","TransactionId":"87547721","BetTime":"2026-05-29T17:42:51.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"4V8A025CDH","GamePeriodId":"0E2N2M4W3Z","OrderDetail":"533Z1XFA7I","PlayerIp":null,"GameTypeName":null,"Gpid": 0,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":570,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 580.00
Checked	3rd-0-21-3	GetBetStatus	Get-bet-status-should-be-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei87547621","TransactionId":"87547721","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei87547621","TransactionId":"87547721","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei87547621, TransactionId: 87547721, Status: Running
Need to fix !	3rd-0-21-4	Settle	Concurrent settle requests should have one success and one failure with error code 2001	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei87547621","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:42:52.89829-04:00","ProductType":9,"GameType":100,"GameResult":"TKZKTHZIXS","CommissionStake":0,"Gpid":0,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":580,"ErrorCode":2001,"ErrorMessage":"Already settled"},{"AccountName":"swrun_1780089828793_831710","Balance":580,"ErrorCode":"0","ErrorMessage":"No Error"}	Response 1 Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 610.00, Response 2 Values should be: ErrorCode: 2001
Need to fix !	3rd-0-21-5	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"580.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 610.00
Checked	3rd-0-21-6	GetBetStatus	Get-bet-status-again-should-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei87547621","TransactionId":"87547721","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei87547621","TransactionId":"87547721","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei87547621, TransactionId: 87547721, Status: Settled
Checked	3rd-0-22-1	GetBetStatus	Get-bet-status-should-not-exist	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei87547622","TransactionId":"87547722","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei87547622","TransactionId":"87547722","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	3rd-0-22-2	Deduct	Deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"WanMei87547622","TransactionId":"87547722","BetTime":"2026-05-29T17:42:53.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"S37UO1XVYH","GamePeriodId":"FE45L5KCPT","OrderDetail":"YT4R0TXR79","PlayerIp":null,"GameTypeName":null,"Gpid": 0,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":540,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 600.00
Checked	3rd-0-22-3	GetBetStatus	Get-bet-status-should-be-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei87547622","TransactionId":"87547722","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei87547622","TransactionId":"87547722","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei87547622, TransactionId: 87547722, Status: Running
Need to fix !	3rd-0-22-4	Cancel	Concurrent cancel requests should have one success and one failure with error code 2002	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei87547622","ProductType":9,"GameType":100,"IsCancelAll":false,"TransactionId":"87547722","Gpid":0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":540,"ErrorCode":"0","ErrorMessage":"No Error"},{"AccountName":"swrun_1780089828793_831710","Balance":540,"ErrorCode":2002,"ErrorMessage":"Already canceled"}	Response 1 Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 610.00, Response 2 Values should be: ErrorCode: 2002
Need to fix !	3rd-0-22-5	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"540.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 610.00
Checked	3rd-0-22-6	GetBetStatus	Get-bet-status-again-should-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei87547622","TransactionId":"87547722","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei87547622","TransactionId":"87547722","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei87547622, TransactionId: 87547722, Status: Void
Checked	3rd-0-23-1	GetBetStatus	Get-bet-status-should-not-exist	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei87547623","TransactionId":"87547723","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei87547623","TransactionId":"87547723","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	3rd-0-23-2	Deduct	Deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"WanMei87547623","TransactionId":"87547723","BetTime":"2026-05-29T17:42:54.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"JFTX8Z69KE","GamePeriodId":"K4ZKK7WNH6","OrderDetail":"DVL9PSR1VH","PlayerIp":null,"GameTypeName":null,"Gpid": 0,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":520,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 600.00
Need to fix !	3rd-0-23-3	Settle	Settle-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei87547623","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:42:55.89829-04:00","ProductType":9,"GameType":100,"GameResult":"ISIUZ3G1C8","CommissionStake":0,"Gpid":0,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":560,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 630.00
Checked	3rd-0-23-4	GetBetStatus	Get-bet-status-again-should-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei87547623","TransactionId":"87547723","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei87547623","TransactionId":"87547723","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei87547623, TransactionId: 87547723, Status: Settled
Need to fix !	3rd-0-23-5	Cancel	Cancel-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei87547623","ProductType":9,"GameType":100,"IsCancelAll":true,"TransactionId":"87547723","Gpid":0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":540,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 610.00
Checked	3rd-0-23-6	GetBetStatus	Get-bet-status-should-be-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei87547623","TransactionId":"87547723","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei87547623","TransactionId":"87547723","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei87547623, TransactionId: 87547723, Status: Void
Need to fix !	3rd-0-23-7	Rollback	Concurrent rollback requests should have one success and one failure with error code 2003	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei87547623","ProductType":9,"GameType":100,"Gpid":0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":550,"ErrorCode":"0","ErrorMessage":"No Error"},{"AccountName":"swrun_1780089828793_831710","Balance":520,"ErrorCode":"0","ErrorMessage":"No Error"}	Response 1 Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 600.00, Response 2 Values should be: ErrorCode: 2003
Need to fix !	3rd-0-23-8	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"520.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 600.00
Need to fix !	3rd-0-23-9	GetBetStatus	Get-bet-status-should-be-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei87547623","TransactionId":"87547723","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei87547623","TransactionId":"87547723","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei87547623, TransactionId: 87547723, Status: Running
Checked	3rd-1022-15-1	GetBalance	Get-balance-before-deduct	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"520.00","ErrorCode":"0","ErrorMessage":"No Error"}	
Checked	3rd-1022-15-2	GetBetStatus	Get-bet-status-should-not-exist	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875476","TransactionId":"875477","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	3rd-1022-15-3	Deduct	1st-time-deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"BTiSports875476","TransactionId":"875477","BetTime":"2026-05-29T17:42:56.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"6KEWPRP4R0","GamePeriodId":"0GQUAB1DR5","OrderDetail":"JXMFYEB45J","PlayerIp":null,"GameTypeName":null,"Gpid": 1022,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 590.00
Need to fix !	3rd-1022-15-4	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 590.00
Checked	3rd-1022-15-5	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875476","TransactionId":"875477","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875476, TransactionId: 875477, Status: Running
Checked	3rd-1022-15-6	Deduct	2nd-time-deduct-with-same-transactionId-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"BTiSports875476","TransactionId":"875477","BetTime":"2026-05-29T17:42:57.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"4SES21Y9JC","GamePeriodId":"OEQB01W5GI","OrderDetail":"A15EDGVE2K","PlayerIp":null,"GameTypeName":null,"Gpid": 1022,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":5003,"ErrorMessage":"Duplicate transaction"}	Values should be: ErrorCode: 5003
Need to fix !	3rd-1022-15-7	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"490.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 590.00
